variant,generator,split,divisor,adaptive_score,adaptive_chars,fixed_chars
local_rayleigh_open5_conf14,gemma2_9b,22,5000000.0,0.57,236372.57,236372.57
local_rayleigh_open5_conf14,gemma2_9b,22,10000000.0,0.5842460796334538,413998.495,413998.495
local_rayleigh_open5_conf14,gemma2_9b,22,50000000.0,0.5225,1386929.315,1386929.315
reference_train_scale,gemma2_9b,23,100000.0,0.6138992828838366,7702.175,7702.175000000001
reference_train_scale,gemma2_9b,23,500000.0,0.5830451510232436,26199.785,26199.785
reference_train_scale,gemma2_9b,23,1000000.0,0.58,54202.91,54202.91
reference_train_scale,gemma2_9b,23,5000000.0,0.635,234271.84,234271.84
reference_train_scale,gemma2_9b,23,10000000.0,0.6425,433052.245,433052.245
reference_train_scale,gemma2_9b,23,50000000.0,0.5,1364633.02,1364633.02
local_exp_open5_conf06,gemma2_9b,23,100000.0,0.575662541959427,8564.715,8564.715000000002
local_exp_open5_conf06,gemma2_9b,23,500000.0,0.553467185933387,29502.095,29502.095
local_exp_open5_conf06,gemma2_9b,23,1000000.0,0.5875,59987.23,59987.23
local_exp_open5_conf06,gemma2_9b,23,5000000.0,0.6157184746598999,254347.22,254347.22
local_exp_open5_conf06,gemma2_9b,23,10000000.0,0.655,446545.21,446545.21
local_exp_open5_conf06,gemma2_9b,23,50000000.0,0.5,1364633.02,1364633.02
local_rayleigh_open5_conf06,gemma2_9b,23,100000.0,0.5636569389508641,7932.11,7932.11
local_rayleigh_open5_conf06,gemma2_9b,23,500000.0,0.5207698735699701,20809.32,20809.32
local_rayleigh_open5_conf06,gemma2_9b,23,1000000.0,0.5169106358104681,41412.41,41412.41
local_rayleigh_open5_conf06,gemma2_9b,23,5000000.0,0.565,195472.5,195472.5
local_rayleigh_open5_conf06,gemma2_9b,23,10000000.0,0.5982954824453719,391704.82,391704.82
local_rayleigh_open5_conf06,gemma2_9b,23,50000000.0,0.5,1364633.02,1364633.02
local_rayleigh_open5_conf08,gemma2_9b,23,100000.0,0.544234236112559,8828.99,8828.99
local_rayleigh_open5_conf08,gemma2_9b,23,500000.0,0.5055177268892969,26914.675,26914.675
local_rayleigh_open5_conf08,gemma2_9b,23,1000000.0,0.512517464244958,48337.275,48337.275
local_rayleigh_open5_conf08,gemma2_9b,23,5000000.0,0.5975,206357.51,206357.51
local_rayleigh_open5_conf08,gemma2_9b,23,10000000.0,0.6025,400970.45,400970.45
local_rayleigh_open5_conf08,gemma2_9b,23,50000000.0,0.5,1364633.02,1364633.02
local_rayleigh_open5_conf10,gemma2_9b,23,100000.0,0.536720614501456,9548.995,9548.995
local_rayleigh_open5_conf10,gemma2_9b,23,500000.0,0.513337272281415,35310.8,35310.8
local_rayleigh_open5_conf10,gemma2_9b,23,1000000.0,0.5311404995068338,69350.605,69350.605
local_rayleigh_open5_conf10,gemma2_9b,23,5000000.0,0.6011001719899164,222384.215,222384.215
local_rayleigh_open5_conf10,gemma2_9b,23,10000000.0,0.61,409592.42,409592.42
local_rayleigh_open5_conf10,gemma2_9b,23,50000000.0,0.5,1364633.02,1364633.02
local_rayleigh_open5_conf12,gemma2_9b,23,100000.0,0.5332968268854179,10579.48,10579.479999999998
local_rayleigh_open5_conf12,gemma2_9b,23,500000.0,0.5166802388993516,40765.935,40765.935
local_rayleigh_open5_conf12,gemma2_9b,23,1000000.0,0.5475,86175.79,86175.79
local_rayleigh_open5_conf12,gemma2_9b,23,5000000.0,0.6003648262816966,241645.655,241645.655
local_rayleigh_open5_conf12,gemma2_9b,23,10000000.0,0.6217799936913766,419605.31,419605.31
local_rayleigh_open5_conf12,gemma2_9b,23,50000000.0,0.5,1364633.02,1364633.02
local_rayleigh_open5_conf14,gemma2_9b,23,100000.0,0.5305449558788458,12205.005,12205.005
local_rayleigh_open5_conf14,gemma2_9b,23,500000.0,0.5463059522412892,47158.02,47158.01999999999
local_rayleigh_open5_conf14,gemma2_9b,23,1000000.0,0.5375,100601.185,100601.18499999998
local_rayleigh_open5_conf14,gemma2_9b,23,5000000.0,0.59,260443.94,260443.94000000003
local_rayleigh_open5_conf14,gemma2_9b,23,10000000.0,0.6275,433585.67,433585.67
local_rayleigh_open5_conf14,gemma2_9b,23,50000000.0,0.5,1364633.02,1364633.02
reference_train_scale,gemma2_9b,24,100000.0,0.6758472813167749,8861.96,8861.96
reference_train_scale,gemma2_9b,24,500000.0,0.654545814767188,32686.1,32686.1
reference_train_scale,gemma2_9b,24,1000000.0,0.61,63058.135,63058.135
reference_train_scale,gemma2_9b,24,5000000.0,0.6325,251085.23,251085.23000000004
reference_train_scale,gemma2_9b,24,10000000.0,0.605,431441.63,431441.63
reference_train_scale,gemma2_9b,24,50000000.0,0.52,1230601.385,1230601.385
local_exp_open5_conf06,gemma2_9b,24,100000.0,0.6002443134662976,8189.185,8189.185
local_exp_open5_conf06,gemma2_9b,24,500000.0,0.6505584943876166,27605.615,27605.615
local_exp_open5_conf06,gemma2_9b,24,1000000.0,0.5973666202972562,63303.745,63303.745
local_exp_open5_conf06,gemma2_9b,24,5000000.0,0.6475,246962.515,246962.51500000004
local_exp_open5_conf06,gemma2_9b,24,10000000.0,0.6175,428167.42,428167.42
local_exp_open5_conf06,gemma2_9b,24,50000000.0,0.52,1230601.385,1230601.385
local_rayleigh_open5_conf06,gemma2_9b,24,100000.0,0.5699109198941525,7472.585,7472.585
local_rayleigh_open5_conf06,gemma2_9b,24,500000.0,0.6093247831794281,17585.29,17585.29
local_rayleigh_open5_conf06,gemma2_9b,24,1000000.0,0.6008089637100391,33304.82,33304.82
local_rayleigh_open5_conf06,gemma2_9b,24,5000000.0,0.5875,176498.69,176498.69
local_rayleigh_open5_conf06,gemma2_9b,24,10000000.0,0.575,368069.615,368069.615
local_rayleigh_open5_conf06,gemma2_9b,24,50000000.0,0.52,1230601.385,1230601.385
local_rayleigh_open5_conf08,gemma2_9b,24,100000.0,0.5750391982323939,7803.205,7803.205
local_rayleigh_open5_conf08,gemma2_9b,24,500000.0,0.6113148468792499,21168.38,21168.38
local_rayleigh_open5_conf08,gemma2_9b,24,1000000.0,0.6111021743595205,40180.03,40180.03
local_rayleigh_open5_conf08,gemma2_9b,24,5000000.0,0.6179214135137319,187063.415,187063.415
local_rayleigh_open5_conf08,gemma2_9b,24,10000000.0,0.5775,373959.175,373959.175
local_rayleigh_open5_conf08,gemma2_9b,24,50000000.0,0.52,1230601.385,1230601.385
local_rayleigh_open5_conf10,gemma2_9b,24,100000.0,0.582978403001273,8323.27,8323.27
local_rayleigh_open5_conf10,gemma2_9b,24,500000.0,0.6261250866612496,25896.9,25896.9
local_rayleigh_open5_conf10,gemma2_9b,24,1000000.0,0.609057040167726,47573.47,47573.47
local_rayleigh_open5_conf10,gemma2_9b,24,5000000.0,0.6281065363689504,197747.875,197747.87500000003
local_rayleigh_open5_conf10,gemma2_9b,24,10000000.0,0.585,378125.06,378125.06
local_rayleigh_open5_conf10,gemma2_9b,24,50000000.0,0.52,1230601.385,1230601.385
local_rayleigh_open5_conf12,gemma2_9b,24,100000.0,0.6088725382911874,9433.9,9433.9
local_rayleigh_open5_conf12,gemma2_9b,24,500000.0,0.6180458420415796,31694.38,31694.38
local_rayleigh_open5_conf12,gemma2_9b,24,1000000.0,0.6249495831476191,56524.13,56524.13
local_rayleigh_open5_conf12,gemma2_9b,24,5000000.0,0.6134467459477981,206978.65,206978.65
local_rayleigh_open5_conf12,gemma2_9b,24,10000000.0,0.5925,385135.25,385135.25
local_rayleigh_open5_conf12,gemma2_9b,24,50000000.0,0.52,1230601.385,1230601.385
local_rayleigh_open5_conf14,gemma2_9b,24,100000.0,0.6089897747525123,10812.125,10812.125
local_rayleigh_open5_conf14,gemma2_9b,24,500000.0,0.625,37877.635,37877.635
local_rayleigh_open5_conf14,gemma2_9b,24,1000000.0,0.6175,66707.59,66707.59
local_rayleigh_open5_conf14,gemma2_9b,24,5000000.0,0.6225,216605.425,216605.425
local_rayleigh_open5_conf14,gemma2_9b,24,10000000.0,0.5927815911500725,391871.885,391871.885
local_rayleigh_open5_conf14,gemma2_9b,24,50000000.0,0.52,1230601.385,1230601.385
reference_train_scale,mistral_7b,22,100000.0,0.597412001980466,9553.335,9553.335
reference_train_scale,mistral_7b,22,500000.0,0.54,30961.175,30961.175
reference_train_scale,mistral_7b,22,1000000.0,0.5881807159771267,53435.05,53435.05
reference_train_scale,mistral_7b,22,5000000.0,0.6313155492220476,222842.735,222842.73499999996
reference_train_scale,mistral_7b,22,10000000.0,0.5746074280091364,446585.555,446585.555
reference_train_scale,mistral_7b,22,50000000.0,0.5133081285082823,1750546.92,1750546.92
local_exp_open5_conf06,mistral_7b,22,100000.0,0.5153435476887281,10257.04,10257.04
local_exp_open5_conf06,mistral_7b,22,500000.0,0.5371689424852394,28559.62,28559.62
local_exp_open5_conf06,mistral_7b,22,1000000.0,0.5728897856411634,52580.52,52580.52
local_exp_open5_conf06,mistral_7b,22,5000000.0,0.6298659731050907,228177.925,228177.925
local_exp_open5_conf06,mistral_7b,22,10000000.0,0.57,454912.255,454912.255
local_exp_open5_conf06,mistral_7b,22,50000000.0,0.5133081285082823,1750546.92,1750546.92
