generator,split_seed,method,target,adaptive_length,fixed_length,feasible,frontier_saving_percent
llama3.1_8b,72,odds_current_costse0,0.4,24137.659858216746,35241.6995839843,True,31.508241250696713
llama3.1_8b,72,odds_current_costse0,0.45,44918.427857859235,63894.66261321267,True,29.699248699733126
llama3.1_8b,72,odds_current_costse0,0.5,85754.49705876109,126900.03219893866,True,32.42358132397833
llama3.1_8b,72,odds_current_costse0,0.55,176319.321841442,234706.5066699944,True,24.876679243770116
llama3.1_8b,72,odds_current_costse0,0.6,423651.2602546644,588387.0153031738,True,27.99785698255548
llama3.1_8b,72,odds_current_costse1,0.3,8240.738957529375,10545.7768755949,True,21.85745009834086
llama3.1_8b,72,odds_current_costse1,0.35,12383.652683907418,19166.370396433456,True,35.38863943581195
llama3.1_8b,72,odds_current_costse1,0.4,24000.360363713655,35241.6995839843,True,31.897835101515103
llama3.1_8b,72,odds_current_costse1,0.45,44651.18141405951,63894.66261321267,True,30.117509682528375
llama3.1_8b,72,odds_current_costse1,0.5,84842.20731834118,126900.03219893866,True,33.14248558634269
llama3.1_8b,72,odds_current_costse1,0.55,172903.1948316784,234706.5066699944,True,26.332168083100328
llama3.1_8b,72,odds_current_costse1,0.6,425769.53779381985,588387.0153031738,True,27.637842657959276
llama3.1_8b,72,odds_current_costse2,0.3,8185.722269153481,10545.7768755949,True,22.379144128329433
llama3.1_8b,72,odds_current_costse2,0.35,12501.054527062044,19166.370396433456,True,34.77609861182541
llama3.1_8b,72,odds_current_costse2,0.4,24158.706913293987,35241.6995839843,True,31.448519230119686
llama3.1_8b,72,odds_current_costse2,0.45,44563.96574012966,63894.66261321267,True,30.25400883654662
llama3.1_8b,72,odds_current_costse2,0.5,84280.3313122903,126900.03219893866,True,33.58525616434383
llama3.1_8b,72,odds_current_costse2,0.55,173883.48026497383,234706.5066699944,True,25.914503721253833
llama3.1_8b,72,odds_current_costse2,0.6,428746.10510404984,588387.0153031738,True,27.131956696370494
llama3.1_8b,72,odds_mean_costse0,0.3,8256.185256658859,10545.7768755949,True,21.71098104905508
llama3.1_8b,72,odds_mean_costse0,0.35,12820.633357378905,19166.370396433456,True,33.108705027611215
llama3.1_8b,72,odds_mean_costse0,0.4,24006.698367454628,35241.6995839843,True,31.8798507142245
llama3.1_8b,72,odds_mean_costse0,0.45,43948.85012944,63894.66261321267,True,31.21671148733496
llama3.1_8b,72,odds_mean_costse0,0.5,83874.7825303961,126900.03219893866,True,33.90483747166646
llama3.1_8b,72,odds_mean_costse0,0.55,181096.09765950573,234706.5066699944,True,22.841466890335006
llama3.1_8b,72,odds_mean_costse0,0.6,423604.036036369,588387.0153031738,True,28.00588302953938
llama3.1_8b,72,odds_mean_costse1,0.3,8247.483097879005,10545.7768755949,True,21.793498998017114
llama3.1_8b,72,odds_mean_costse1,0.35,12626.17527067933,19166.370396433456,True,34.12328464116058
llama3.1_8b,72,odds_mean_costse1,0.4,23628.51739865372,35241.6995839843,True,32.952957213812205
llama3.1_8b,72,odds_mean_costse1,0.45,44097.90271587278,63894.66261321267,True,30.9834328685322
llama3.1_8b,72,odds_mean_costse1,0.5,83036.94306960143,126900.03219893866,True,34.565073285855384
