split,fold,mixture,problem_id,n,predicted,correct,brier
0,0,0.0,3231,10,0.8054116877100901,0.9999217178836185,0.04248840572795148
0,0,0.0,3231,16,0.8252612089418352,0.9999987932581004,0.036209047711915146
0,0,0.0,3231,32,0.8639488719638028,0.9999999999913083,0.024775735972966353
0,0,0.0,3231,64,0.9080259737520388,0.9999999999999999,0.012503260634011585
0,0,0.0,3231,128,0.9385668179970229,0.9999999999999998,0.004695577267251171
0,0,0.0,3231,256,0.9461657785366857,1.0,0.0029127111119062023
0,0,0.0,3231,512,0.9463087248322147,1.0,0.002882753029142835
0,0,0.0,3337,10,0.6901920588856135,0.9603585187930863,0.09242869932239357
0,0,0.0,3337,16,0.6999344413271065,0.9944904501911681,0.08956095138816778
0,0,0.0,3337,32,0.7014999739893956,0.9999752127145666,0.08910012435208226
0,0,0.0,3337,64,0.7015070490278246,0.9999999997449222,0.08909804175804402
0,0,0.0,3337,128,0.7015070491006321,0.9999999999999999,0.08909804173661257
0,0,0.0,3337,256,0.7015070491006321,0.9999999999999998,0.08909804173661257
0,0,0.0,3337,512,0.701507049100632,1.0,0.08909804173661252
0,0,0.0,3356,10,0.7825331223323584,0.19411798540657477,0.5045075600919429
0,0,0.0,3356,16,0.8445800637011263,0.21903078053032843,0.5610842927635934
0,0,0.0,3356,32,0.9117692410103116,0.24457587171802958,0.6235448938102325
0,0,0.0,3356,64,0.9454778953151339,0.25874077789830174,0.6548673449708526
0,0,0.0,3356,128,0.9565508582495414,0.29729966093569515,0.629227124250979
0,0,0.0,3356,256,0.9670567947924161,0.5022178561794086,0.44584475307578014
0,0,0.0,3356,512,0.9878048780487805,1.0,0.00014872099940511625
0,0,0.0,3363,10,0.48494276431344063,0.046218593343827614,0.28555959465835257
0,0,0.0,3363,16,0.5593976336212156,0.03513589254625292,0.34808918891982393
0,0,0.0,3363,32,0.6496362095748629,0.017246877080396343,0.44307426653041065
0,0,0.0,3363,64,0.7280281386728145,0.0050207310642355184,0.552112944523429
0,0,0.0,3363,128,0.8184935312322494,0.0002184687332976574,0.6910738523953416
0,0,0.0,3363,256,0.9175333643720606,1.7767718247412395e-08,0.853929261809343
0,0,0.0,3363,512,0.9951690821256038,0.0,0.9903615020187169
0,0,0.0,abc304_c,10,0.6635808202552418,0.01953125,0.49021657763966797
0,0,0.0,abc304_c,16,0.7697186437715979,0.03125,0.6064371455271432
0,0,0.0,abc304_c,32,0.8857858679702906,0.0625,0.7397142058163448
0,0,0.0,abc304_c,64,0.951428616404092,0.125,0.7855356575010688
0,0,0.0,abc304_c,128,0.9790436733317198,0.25,0.7114880648525873
0,0,0.0,abc304_c,256,0.9902151200871103,0.5,0.48543106277135334
0,0,0.0,abc304_c,512,0.9951690821256038,1.0,2.333776750916028e-05
0,0,0.0,abc325_c,10,0.7859327376851575,0.10894718195925275,0.570450989708291
0,0,0.0,abc325_c,16,0.8257707714120208,0.09885725465486186,0.6318174215085132
0,0,0.0,abc325_c,32,0.8797429231894558,0.08710636828087162,0.7193963367913851
0,0,0.0,abc325_c,64,0.9330897549166296,0.09181402593244427,0.8007142787110806
