split,group,map,problem_id,n,predicted,correct,brier
0,calibration,original,2919,64,0.7345992005086879,0.8315818226947741,0.14336910655247798
0,calibration,original,2919,128,0.750841416077197,0.8514694326844882,0.13630100169238973
0,calibration,original,2919,256,0.7537627068967769,0.8747260473370814,0.12421404261387367
0,calibration,original,2919,512,0.7537834691501746,1.0,0.060622580063723036
0,calibration,original,2954,10,0.8971826653610353,0.9905734893684552,0.019527718008712672
0,calibration,original,2954,16,0.9211186912552934,0.9973979437917662,0.010039785432761579
0,calibration,original,2954,32,0.9460862083276893,0.9999076501263237,0.004724692443887278
0,calibration,original,2954,64,0.9693529914390147,0.9999999426786252,0.002148649613937155
0,calibration,original,2954,128,0.9864946994743873,0.9999999999999982,0.0005305004714278091
0,calibration,original,2954,256,0.9916065335595199,0.9999999999999999,7.958596815809569e-05
0,calibration,original,2954,512,0.9917355371900827,1.0,6.830134553650662e-05
0,calibration,original,3031,10,0.34385399680326967,0.12167097648957707,0.24060546727691487
0,calibration,original,3031,16,0.4289401342323702,0.10083323487081963,0.27884085520015633
0,calibration,original,3031,32,0.5386415275507082,0.0483583778952699,0.32457880925853994
0,calibration,original,3031,64,0.6043877230535326,0.015027236581472996,0.36996336543782193
0,calibration,original,3031,128,0.6385411508817531,0.0017844707092815378,0.40894553502530473
0,calibration,original,3031,256,0.6550673817975954,2.9984906496107654e-06,0.4292247852089607
0,calibration,original,3031,512,0.6567528035104827,0.0,0.4313242449188787
0,calibration,original,3033,10,0.3393237596711089,0.6534986671543805,0.2725633951853831
0,calibration,original,3033,16,0.40435742632007277,0.759828253170918,0.27071741939626326
0,calibration,original,3033,32,0.4902827192686332,0.8809128812780875,0.23939821648273996
0,calibration,original,3033,64,0.5335812546333201,0.9631298408429373,0.2170938199965382
0,calibration,original,3033,128,0.5406763258519549,0.9958998570552305,0.2112773048314492
0,calibration,original,3033,256,0.5408041326996527,0.9999869324576649,0.2108619109212816
0,calibration,original,3033,512,0.5408041401273885,1.0,0.21086083772414702
0,calibration,original,3080,10,0.30694074020383366,0.014905316148451697,0.12024282647407644
0,calibration,original,3080,16,0.3669203169991955,0.01986140420529614,0.15882961952376773
0,calibration,original,3080,32,0.4525670273068954,0.02411607768445767,0.21968619820643487
0,calibration,original,3080,64,0.5116090391792099,0.016863880800778164,0.2668643283162278
