split,config_id,divisor_id,divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,train_accuracy,train_predicted_accuracy,train_chars,test_accuracy,test_predicted_accuracy,test_chars,test_opens
100,0,8,400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.35365853658536583,0.42797294630660043,14067.172256097561,0.27232142857142855,0.44934789224864446,11492.841765873016,24.344742063492063
100,0,9,560000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3597560975609756,0.43377698814305793,16970.806402439026,0.2787698412698413,0.4551486096050422,13719.359623015873,28.97222222222222
100,0,10,700000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3628048780487805,0.4377959605810371,18972.599085365855,0.28422619047619047,0.459448179868282,15451.625992063493,32.74156746031746
100,0,11,1000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.36890243902439024,0.4439910292930527,22823.29268292683,0.29017857142857145,0.4672478692075944,18807.03521825397,39.65873015873016
100,0,12,1400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3780487804878049,0.449790330914208,26419.73018292683,0.30009920634920634,0.47387654658843953,22498.559027777777,47.720238095238095
100,0,13,2000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3871951219512195,0.45576787300757465,30994.431402439026,0.314484126984127,0.4787470441745946,27103.184523809523,58.138392857142854
100,0,14,2800000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3948170731707317,0.4608727545334544,35819.89024390244,0.32490079365079366,0.4839998935544251,31739.632936507936,69.57936507936508
100,0,15,4000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.40396341463414637,0.4638273726037554,42338.47103658537,0.3298611111111111,0.4893217842349626,37581.7058531746,82.29166666666667
100,0,16,5600000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.40853658536585363,0.4703565946537892,50701.78658536585,0.3343253968253968,0.49469766885526306,43185.43353174603,94.94196428571429
100,0,17,7000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.4146341463414634,0.47362454014237076,56451.51067073171,0.33283730158730157,0.4978067947711796,47537.62003968254,104.64632936507937
100,0,18,10000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.4268292682926829,0.47709238932815407,64773.97256097561,0.3412698412698413,0.5033238935852941,55319.34771825397,123.14682539682539
101,0,0,25000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2530487804878049,0.22975882532224723,2735.6981707317073,0.2683531746031746,0.214411218407795,2673.9265873015875,5.55109126984127
101,0,1,35000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2576219512195122,0.23578052942967834,3164.201219512195,0.27529761904761907,0.223506223124232,3136.3561507936506,6.4915674603174605
101,0,2,50000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2728658536585366,0.24217964021376936,3725.0106707317073,0.279265873015873,0.23222994153170293,3772.845238095238,7.693948412698413
101,0,3,70000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2759146341463415,0.24925185043566617,4419.996951219512,0.28918650793650796,0.24164213622427402,4447.66121031746,9.09077380952381
101,0,4,100000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.28353658536585363,0.25556607288750355,5257.522865853659,0.2867063492063492,0.24792692773772934,5347.386904761905,10.905753968253968
