generator,split_seed,method,target,attained_quality,fixed_attained_quality,mean_length,fixed_mean_length,samples,train_feasible,fixed_train_feasible,matched_feasible,matched_length,matched_saving_percent,unmatched_train_baseline_saving,adaptive_low,adaptive_high,adaptive_high_weight,fixed_low,fixed_high,fixed_high_weight
gemma2_9b,75,empirical_spacing,0.45,0.4354267808566229,0.45598977377062433,25938.877545030053,41264.213387481424,34.28305487701527,True,True,True,31486.414015435912,17.618825909124592,37.13953225896391,133,132,0.5082443671906427,28,32,0.09641008902723346
gemma2_9b,75,empirical_spacing,0.5,0.4850794019237977,0.5037973986340571,57623.28426265814,92669.3652253369,85.86076885577172,True,True,True,64394.25249877117,10.514864251653888,37.81841051512538,227,226,0.40698589689408093,42,70,0.7772096782285365
gemma2_9b,75,empirical_spacing,0.55,0.5488945705078376,0.5553031171935383,153727.46302327065,216933.85365483933,205.56610313544377,True,True,True,190818.7594263606,19.437971672488498,29.136250320863034,225,223,0.9872196924351656,138,164,0.43380394760376123
gemma2_9b,75,empirical_spacing,0.6,0.6049109041758309,0.602651707772612,453522.27411797544,541014.8787019111,482.2659372510793,True,True,True,561848.0806198042,19.280266363521058,16.17194055621203,219,218,0.19395919627894664,348,404,0.4325303253221861
gemma2_9b,75,corrected_spacing,0.3,0.3122506001870066,0.2905836465477586,5857.7125,4506.04889689049,4.19,True,True,True,5959.827985353198,1.7133965209089275,-29.996647485167284,293,293,0.0,3,4,0.07731787962329242
gemma2_9b,75,corrected_spacing,0.35,0.3459465900829331,0.34348924579968565,7845.040504803995,8746.16363571086,9.437257978181876,True,True,True,9035.146161435403,13.171957989026462,10.303067361186235,432,334,0.6217484574778237,5,6,0.9976746004351358
gemma2_9b,75,corrected_spacing,0.4,0.386365293618156,0.3944772584907664,13474.157593388569,17362.85552128807,16.798302609441137,True,True,True,15390.809703689234,12.453224665894203,22.39664969354659,332,380,0.5564766046731963,11,13,0.4641905898371756
gemma2_9b,75,corrected_spacing,0.45,0.4351538547882344,0.45598977377062433,24846.797807811607,41264.213387481424,34.80030395999906,True,True,True,31359.04177610137,20.766718622291336,39.786086373454225,378,377,0.765136557398681,28,32,0.09641008902723346
gemma2_9b,75,corrected_spacing,0.5,0.48408174218523925,0.5037973986340571,57515.97552328064,92669.3652253369,86.39678296902999,True,True,True,63541.47705023636,9.482784799276722,37.934207940862095,423,471,0.5585130005781236,42,70,0.7772096782285365
gemma2_9b,75,corrected_spacing,0.55,0.5488617768240578,0.5553031171935383,154293.2984381604,216933.85365483933,206.43428950888494,True,True,True,190710.73092615406,19.095638882583398,28.87541716579909,468,467,0.00717560468462164,138,164,0.43380394760376123
gemma2_9b,75,corrected_spacing,0.6,0.6047970791907051,0.602651707772612,452048.16258342983,541014.8787019111,481.0629418500609,True,True,True,560060.9960101851,19.28590532035389,16.44441208935775,464,463,0.18296777596046743,348,404,0.4325303253221861
gemma2_9b,75,train_selected_spacing,0.3,0.3122506001870066,0.2905836465477586,5857.7125,4506.04889689049,4.19,True,True,True,5959.827985353198,1.7133965209089275,-29.996647485167284,293,293,0.0,3,4,0.07731787962329242
