generator,split,divisor,fixed_n,fixed_utility,adaptive_utility,utility_gap,relative_utility_gain_pct,adaptive_quality,adaptive_chars,adaptive_opens
mistral_7b,32,500000.0,21,0.3417657348883185,0.35934875070468314,0.017583015816364622,5.144756779701852,0.4165720007046832,28611.625,25.3625
mistral_7b,32,1000000.0,35,0.40168539005763665,0.4159968427245839,0.014311452666947277,3.562851181840039,0.4650343552245839,49037.5125,42.19
mistral_7b,32,5000000.0,129,0.5077372134072987,0.5247160475331453,0.016978834125846554,3.344020031918835,0.5649992720331452,201416.1225,221.8
mistral_7b,32,10000000.0,296,0.548670951811376,0.5624926089110182,0.013821657099642115,2.5191158843039627,0.602428357911018,399357.49,398.0825
mistral_7b,32,50000000.0,930,0.6234704463278632,0.6250378984454104,0.0015674521175471634,0.251407605088452,0.6577726586454102,1636738.01,956.4625
mistral_7b,33,100000.0,6,0.1991851170896342,0.21865629662940514,0.019471179539770928,9.775418878815534,0.3317222966294051,11306.6,10.4325
mistral_7b,33,500000.0,25,0.33193581388822857,0.3539718798447958,0.022036065956567208,6.6386527257909345,0.42871905984479575,37373.59,43.15
mistral_7b,33,1000000.0,41,0.3901029259065896,0.4103713107179322,0.020268384811342577,5.195650548951753,0.46901890571793214,58647.595,59.44
mistral_7b,33,5000000.0,170,0.4956858611276634,0.5169349372873304,0.021249076159667035,4.286802958495998,0.5597934667873304,214292.6475,214.215
mistral_7b,33,10000000.0,347,0.5328692724020455,0.547792712106985,0.014923439704939478,2.8005817707724505,0.590740585106985,429478.73,405.8575
mistral_7b,33,50000000.0,929,0.6066713458873686,0.608734465244771,0.002063119357402443,0.34007199637634955,0.641999643894771,1663258.9325,931.58
mistral_7b,34,100000.0,6,0.18716370264433338,0.2087182094389787,0.021554506794645323,11.516392596488267,0.3103941844389787,10167.5975,7.7475
mistral_7b,34,500000.0,18,0.31622245763532375,0.34777181665532486,0.03154935902000111,9.97695080100373,0.40844393665532486,30336.06,25.685
mistral_7b,34,1000000.0,32,0.38007120859007915,0.3996211164709644,0.01954990788088523,5.143748707882404,0.4507157289709644,51094.6125,43.675
mistral_7b,34,5000000.0,165,0.5022332480087016,0.5157286628724994,0.013495414863797794,2.6870811355691,0.5569525318724993,206119.345,213.925
mistral_7b,34,10000000.0,346,0.5412563717525848,0.5587919121642266,0.017535540411641848,3.2397845691611677,0.6006858851642267,418939.73,394.175
mistral_7b,34,50000000.0,932,0.6225795132919092,0.6261488636599915,0.003569350368082258,0.5733163864016667,0.6599429302099915,1689703.3275,938.41
mistral_7b,35,100000.0,4,0.20963254843575485,0.2159549793064474,0.006322430870692536,3.015958598924414,0.3264572793064474,11050.23,10.48
mistral_7b,35,500000.0,23,0.3343539480688002,0.3504451132045288,0.016091165135728613,4.812614066222279,0.4168246432045288,33189.765,40.57
mistral_7b,35,1000000.0,46,0.38857948165450223,0.4059509089653022,0.01737142731079999,4.470495260541176,0.4639633814653022,58012.4725,60.7425
mistral_7b,35,5000000.0,178,0.5088418541473927,0.52246691784892,0.013625063701527274,2.6776617509888636,0.5656497923489199,215914.3725,216.5925
mistral_7b,35,10000000.0,246,0.5461562095295364,0.5638252204826444,0.017669010953108022,3.235157020063593,0.6076368889826442,438116.685,410.8325
mistral_7b,35,50000000.0,903,0.6309462520517239,0.6345876431037102,0.0036413910519862425,0.5771317350955161,0.6685112600537102,1696180.8475,935.155
mistral_7b,36,100000.0,5,0.21219069783229816,0.2215538053045566,0.009363107472258436,4.412590923122574,0.3337930303045566,11223.9225,11.1125
mistral_7b,36,500000.0,23,0.34661090378733533,0.3555559723838786,0.00894506859654326,2.580723369865925,0.4271894673838786,35816.7475,43.7625
mistral_7b,36,1000000.0,43,0.3975331955980619,0.4100311281235603,0.012497932525498412,3.1438714210258882,0.46847924562356025,58448.1175,63.56
mistral_7b,36,5000000.0,154,0.504831672585589,0.5203023078810564,0.015470635295467328,3.0645136063336915,0.5623355393810564,210166.1575,210.9475
mistral_7b,36,10000000.0,331,0.5449189530469978,0.5572988333789874,0.012379880331989668,2.271875526216453,0.6000650408789874,427662.075,390.29
mistral_7b,36,50000000.0,865,0.630053699788109,0.6317733948724925,0.0017196950843835213,0.27294420855902685,0.6653045210724925,1676556.31,951.9125
mistral_7b,37,100000.0,5,0.19221387648484187,0.2171144501517721,0.024900573666930242,12.954618117227307,0.3146543001517721,9753.985,6.6825
mistral_7b,37,500000.0,22,0.33247447311009765,0.3495483172056072,0.01707384409550955,5.1353849622781755,0.4041551222056071,27303.4025,18.82
mistral_7b,37,1000000.0,50,0.37976553309419436,0.39826014723102054,0.018494614136826182,4.87000860402961,0.4452448247310206,46984.6775,31.995
mistral_7b,37,5000000.0,153,0.4975033113499477,0.5165169025824615,0.019013591232513838,3.821801945583339,0.5557608195824614,196219.585,185.125
mistral_7b,37,10000000.0,377,0.53098527109317,0.5524599958274439,0.02147472473427392,4.044316462877147,0.5927386468274439,402786.51,337.745
mistral_7b,37,50000000.0,956,0.6146995128569851,0.6173136878874493,0.0026141750304642386,0.42527689965364396,0.6533284982374493,1800740.5175,931.17
mistral_7b,38,100000.0,4,0.20664101744755162,0.22383166789670286,0.017190650449151246,8.319089143816509,0.3222184928967029,9838.6825,6.53
mistral_7b,38,500000.0,26,0.33732708424536667,0.3589611677699099,0.021634083524543213,6.413384674681771,0.4194303227699099,30234.5775,20.5825
mistral_7b,38,1000000.0,33,0.39008509024399673,0.40929881551270725,0.019213725268710513,4.925521571894071,0.46126191801270716,51963.1025,35.6575
mistral_7b,38,5000000.0,169,0.49529643260707845,0.5083863753636316,0.013089942756553175,2.6428501993547573,0.5509591403636317,212863.825,181.515
mistral_7b,38,10000000.0,305,0.5380481638661105,0.5454929720630742,0.0074448081969636926,1.3836694736526003,0.5901937475630742,447007.755,371.2325
mistral_7b,38,50000000.0,959,0.6151174696472341,0.6166032408731283,0.0014857712258942168,0.24154268074133822,0.6497012524231284,1654900.5775,943.63
mistral_7b,39,100000.0,6,0.19254598928390151,0.20628466405010737,0.013738674766205855,7.135269250375668,0.29192178905010735,8563.7125,5.375
mistral_7b,39,500000.0,18,0.33464979423785723,0.3439353955203813,0.009285601282524092,2.7747219458692434,0.3930320655203814,24548.335,16.69
mistral_7b,39,1000000.0,41,0.39223240216456445,0.39499637930752485,0.0027639771429603943,0.7046784324056797,0.4389818018075248,43985.4225,29.4325
mistral_7b,39,5000000.0,138,0.5118329764611572,0.5171975443608009,0.00536456789964368,1.0481090797889991,0.5556703938608011,192364.2475,158.1275
mistral_7b,39,10000000.0,245,0.5566684245142075,0.5625592307773541,0.005890806263146642,1.0582253283518679,0.6038160820273542,412568.5125,335.0775
mistral_7b,39,50000000.0,954,0.6394679827732312,0.6404689634546281,0.001000980681396868,0.15653335403218097,0.6751490823546281,1734005.945,948.3725
